Area,BHK,Bathroom,Furnishing,Locality,Price,Transaction
1590.0,3,2.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",25000000,New_Property
990.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",25000000,Resale
2282.0,4,5.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",37500000,Resale
1260.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",25000000,Resale
1457.0,3,3.0,Unfurnished,"New Moti Nagar, Kirti Nagar",23000000,Resale
1400.0,3,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",17500000,Resale
2175.0,4,4.0,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",44000000,Resale
1450.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15000000,New_Property
2800.0,4,5.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",42500000,Resale
861.112,2,2.0,Furnished,"New Moti Nagar, Kirti Nagar",5000000,Resale
2282.0,4,5.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",38000000,Resale
1753.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",19000000,Resale
2659.0,4,5.0,Unfurnished,"New Moti Nagar, Kirti Nagar",43500000,Resale
1550.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",19500000,Resale
1470.0,3,2.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",14200000,New_Property
702.0,3,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",14200000,Resale
1138.0,2,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",13500000,New_Property
1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,21000000,New_Property
1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,22500000,Resale
1250.0,2,4.0,Semi-Furnished,Sheikh Sarai,19000000,Resale
810.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 2,7500000,Resale
585.0,2,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",4000000,Resale
1700.0,3,3.0,Unfurnished,"Savitri Nagar Village, Sheikh Sarai",8000000,Resale
1800.0,3,4.0,Semi-Furnished,Sheikh Sarai Phase 1,19000000,Resale
600.0,1,1.0,Unfurnished,Sheikh Sarai Phase 2,7000000,New_Property
1250.0,3,3.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",5800000,New_Property
600.0,3,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",8000000,Resale
1600.0,3,4.0,Unfurnished,Sheikh Sarai Phase 1,18800000,Resale
1100.0,3,2.0,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",6000000,New_Property
450.0,1,1.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",2200000,New_Property
855.0,3,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",6500000,Resale
1291.668,3,2.0,Unfurnished,Sheikh Sarai Phase 1,23500000,Resale
1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,16000000,Resale
1350.0,3,3.0,Unfurnished,Sheikh Sarai Phase 1,20000000,Resale
900.0,2,2.0,Unfurnished,Sheikh Sarai Phase 1,5500000,New_Property
850.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,13500000,Resale
1650.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,22500000,Resale
650.0,2,2.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",3800000,Resale
630.0,2,2.0,Semi-Furnished,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",4600000,Resale
1250.0,2,1.0,Semi-Furnished,Sheikh Sarai Phase 1,17500000,Resale
1800.0,4,3.0,Furnished,"Panchsheel Vihar, Sheikh Sarai",5500000,New_Property
1500.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,22500000,Resale
1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,12500000,Resale
1400.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 1,19000000,Resale
1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,15500000,Resale
1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,13500000,Resale
1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,21000000,Resale
2250.0,4,4.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",50000000,New_Property
2592.0,4,3.0,Unfurnished,Punjabi Bagh,42500000,Resale
1800.0,4,4.0,Unfurnished,Punjabi Bagh West,45500000,New_Property
1700.0,3,3.0,Semi-Furnished,Punjabi Bagh,23000000,Resale
1640.0,3,3.0,Unfurnished,Punjabi Bagh West,12000000,Resale
2572.0,3,3.0,Furnished,Punjabi Bagh West,35000000,Resale
2100.0,3,3.0,Semi-Furnished,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",25000000,Resale
1620.0,3,3.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",29000000,New_Property
2500.0,4,4.0,Semi-Furnished,Punjabi Bagh West,80000000,New_Property
2250.0,3,3.0,Semi-Furnished,Punjabi Bagh West,20500000,Resale
2445.0,4,4.0,Semi-Furnished,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",52500000,Resale
2250.0,4,4.0,Unfurnished,Punjabi Bagh,37500000,New_Property
800.0,2,2.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",7500000,Resale
1450.0,3,3.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh",32500000,Resale
1440.0,3,3.0,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",24500000,Resale
5220.0,5,5.0,Unfurnished,Punjabi Bagh West,65000000,Resale
1800.0,3,3.0,Semi-Furnished,Punjabi Bagh,27500000,New_Property
4455.0,5,5.0,Semi-Furnished,Punjabi Bagh West,115000000,New_Property
195.0,3,3.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",28000000,New_Property
807.2925,2,1.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",8000000,Resale
3500.0,4,4.0,Furnished,Punjabi Bagh West,75100000,New_Property
1000.0,2,2.0,Semi-Furnished,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",7800000,Resale
900.0,2,2.0,Semi-Furnished,"Bhagwan Das Nagar, Punjabi Bagh",15000000,Resale
1800.0,3,3.0,Furnished,Punjabi Bagh East,27500000,Resale
17010.0,3,3.0,Semi-Furnished,Punjabi Bagh West,25000000,Resale
2340.0,4,4.0,Semi-Furnished,Punjabi Bagh East,26000000,Resale
1350.0,3,3.0,Unfurnished,Punjabi Bagh East,23500000,Resale
464.0,3,1.0,Unfurnished,"Bhagwan Das Nagar, Punjabi Bagh",4200000,Resale
954.0,2,2.0,Unfurnished,Punjabi Bagh East,10000000,Resale
1155.0,2,2.0,Semi-Furnished,"Pal Mohan Apartments, Punjabi Bagh",18500000,Resale
700.0,2,2.0,Unfurnished,Alaknanda,16500000,Resale
980.0,2,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",13800000,Resale
1350.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",21000000,Resale
1800.0,3,3.0,Semi-Furnished,"Gangotri Enclave, Alaknanda",22500000,Resale
968.751,2,2.0,Semi-Furnished,"Aravali Apartments, Alaknanda",15000000,Resale
1250.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",20000000,New_Property
1800.0,3,3.0,Furnished,"Aravali Apartments, Alaknanda",20000000,New_Property
1400.0,3,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",26000000,Resale
1000.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",19500000,Resale
1800.0,4,2.0,Semi-Furnished,"Tara Apartment, Alaknanda",21500000,Resale
1500.0,3,3.0,Unfurnished,Alaknanda,26500000,New_Property
1600.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",20000000,Resale
1400.0,3,3.0,Furnished,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",18000000,Resale
1400.0,3,2.0,Unfurnished,Alaknanda,19000000,Resale
2700.0,4,4.0,Unfurnished,Greater Kailash 4 Nri Colony,36500000,Resale
1100.0,2,2.0,Unfurnished,Alaknanda,15000000,Resale
1200.0,2,2.0,Semi-Furnished,Alaknanda,17500000,Resale
1400.0,2,2.0,Semi-Furnished,Alaknanda,14000000,Resale
1500.0,3,3.0,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",21000000,Resale
1320.0,3,2.0,Unfurnished,Alaknanda,15600000,Resale
1300.0,3,3.0,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",19000000,Resale
1150.0,2,2.0,Unfurnished,"Narmada Apartment, Alaknanda",16500000,Resale
1440.0,3,3.0,Unfurnished,Alaknanda,19000000,Resale
1400.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",16500000,Resale
450.0,1,1.0,Semi-Furnished,Alaknanda,3000000,Resale
1300.0,2,2.0,Semi-Furnished,"Yamuna Apartment, Alaknanda",15000000,Resale
1200.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",14300000,Resale
1300.0,3,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",18500000,Resale
1400.0,3,3.0,Furnished,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",19000000,Resale
1400.0,3,3.0,Semi-Furnished,Alaknanda,19000000,Resale
500.0,2,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",3300000,New_Property
700.0,2,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",3800000,New_Property
900.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",7000000,New_Property
1260.0,3,3.0,Semi-Furnished,Kalkaji,16500000,Resale
950.0,3,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",8000000,New_Property
405.0,1,1.0,Unfurnished,"DDA LIG Flat, Kalkaji",5600000,Resale
1800.0,2,2.0,Furnished,Kalkaji,21000000,Resale
1300.0,3,3.0,Semi-Furnished,Kalkaji,21000000,Resale
1000.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",8600000,New_Property
900.0,3,2.0,Semi-Furnished,"Giri Nagar, KalkaJi",6600000,Resale
1800.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",14000000,Resale
720.0,2,2.0,Unfurnished,"Govindpuri Extension, Kalkaji",4700000,Resale
1485.0,3,3.0,Unfurnished,"Rishi Apartment, Kalkaji",30000000,Resale
1600.0,3,3.0,Semi-Furnished,Kalkaji,26000000,Resale
1200.0,2,2.0,Furnished,"Deshbandhu Apartments, Kalkaji",18500000,Resale
900.0,2,2.0,Semi-Furnished,"Dda Janta Flats, Kalkaji",6500000,Resale
900.0,2,2.0,Unfurnished,Kalkaji,15000000,Resale
800.0,2,2.0,Semi-Furnished,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",8000000,Resale
1150.0,2,3.0,Semi-Furnished,"Deshbandhu Apartments, Kalkaji",16100000,Resale
900.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",6800000,New_Property
1070.0,3,2.0,Furnished,Kalkaji Extention,6800000,Resale
1050.0,2,2.0,Unfurnished,Kalkaji Extention,9000000,Resale
1000.0,2,2.0,Semi-Furnished,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",18000000,Resale
1550.0,3,3.0,Unfurnished,"Mandakini Enclave Project, Kalkaji",27500000,Resale
1300.0,3,2.0,Unfurnished,"Deshbandhu Apartments, Kalkaji carpet area 1300 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road society Deshbandhu Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Third Floor with terrace 3 bhk builder floor apartment with 2 attached bathrooms located in kalkaji Deshbandu apartment . all water and electrical connections installed, very spacious drawing room , 2 balconies in front and rear each dedicated parking spot for 1 car. extra parking space available for additional cars, Immediately for sale , read more Contact Agent View Phone No. Share Feedback Agent Bhawani Realtors",13500000,Resale
810.0,2,2.0,Semi-Furnished,Kalkaji,14000000,New_Property
900.0,2,2.0,Furnished,Kalkaji,9000000,Resale
1200.0,2,2.0,Unfurnished,"Deshbandhu Apartments, Kalkaji",16000000,Resale
1000.0,2,3.0,Semi-Furnished,Kalkaji Extention,11000000,Resale
720.0,2,2.0,Unfurnished,"Govindpuri Extension, Kalkaji",5500000,New_Property
2520.0,3,3.0,Unfurnished,Hauz Khas,47500000,New_Property
1700.0,3,4.0,Unfurnished,Hauz Khas,45000000,New_Property
1800.0,3,3.0,Semi-Furnished,Hauz Khas,43500000,New_Property
6000.0,5,5.0,Semi-Furnished,"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",180000000,New_Property
1800.0,4,4.0,Semi-Furnished,Hauz Khas,80000000,New_Property
2000.0,3,3.0,Unfurnished,"Sarva Priya Apartment, Hauz Khas",37500000,Resale
2066.0,4,4.0,Unfurnished,Hauz Khas,60000000,New_Property
2050.0,3,3.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",71000000,New_Property
1100.0,3,3.0,Unfurnished,"Safdarjung Development Area, Hauz Khas",18500000,Resale
4500.0,4,4.0,Semi-Furnished,Hauz Khas,70000000,New_Property
4500.0,4,5.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",85000000,New_Property
6500.0,4,5.0,Unfurnished,"Mayfair garden, Hauz Khas",190000000,New_Property
4350.0,4,6.0,Semi-Furnished,"Orchid Metropolis, Hauz Khas",135000000,New_Property
1750.0,3,3.0,Unfurnished,Hauz Khas,35000000,Resale
3600.0,4,4.0,Semi-Furnished,"Safdarjung Development Area, Hauz Khas",65000000,New_Property
1200.0,2,2.0,Furnished,"Hauz Khas Enclave, Hauz Khas",27500000,Resale
1500.0,3,4.0,Unfurnished,Hauz Khas,45000000,Resale
2250.0,4,4.0,Unfurnished,"Hauz Khas Enclave, Hauz Khas",100000000,New_Property
1800.0,3,4.0,Semi-Furnished,Hauz Khas,47000000,New_Property
1600.0,3,4.0,Semi-Furnished,Hauz Khas,27500000,Resale
2800.0,4,5.0,Semi-Furnished,Hauz Khas,70000000,New_Property
1700.0,3,3.0,Semi-Furnished,"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",36500000,Resale
2400.0,4,5.0,Unfurnished,"Hauz Khas Enclave, Hauz Khas",65000000,Resale
1980.0,3,4.0,Unfurnished,"Sarva Priya Apartment, Hauz Khas",35000000,New_Property
2100.0,4,5.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",56000000,New_Property
5400.0,4,4.0,Unfurnished,"Hauz Khas Enclave, Hauz Khas",110000000,Resale
1250.0,3,3.0,Semi-Furnished,"Safdarjung Development Area, Hauz Khas",24000000,Resale
2300.0,4,4.0,Semi-Furnished,Hauz Khas,102500000,New_Property
2700.0,4,4.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",100000000,New_Property
1450.0,3,3.0,Semi-Furnished,"Safdarjung Development Area, Hauz Khas",45000000,New_Property
2097.0,3,3.0,Unfurnished,Chittaranjan Park,29000000,Resale
1250.0,3,3.0,Semi-Furnished,"Arya Chittaranjan Park, Chittaranjan Park",25500000,New_Property
1600.0,3,3.0,Semi-Furnished,Chittaranjan Park,33500000,New_Property
2600.0,4,5.0,Semi-Furnished,Chittaranjan Park,62500000,New_Property
1700.0,3,3.0,Semi-Furnished,Chittaranjan Park,47500000,New_Property
1116.0,3,3.0,Semi-Furnished,Chittaranjan Park,14700000,Resale
1070.0,2,3.0,Semi-Furnished,Chittaranjan Park,18000000,New_Property
1200.0,3,3.0,Semi-Furnished,Chittaranjan Park,22500000,New_Property
1200.0,3,3.0,Unfurnished,Chittaranjan Park,22000000,New_Property
1200.0,3,3.0,Semi-Furnished,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,22200000,New_Property
1450.0,3,3.0,Semi-Furnished,Chittaranjan Park,22500000,Resale
1000.0,2,2.0,Semi-Furnished,Chittaranjan Park,7500000,Resale
2430.0,4,4.0,Furnished,"Chittaranjan Park carpet area 270 sqyrd status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road car parking 5 Open bathroom 4 balcony 3 ownership Freehold 3 Side Open, Fully ventilated, Close to Market, Above Bank and 24 x 7 ATM because of which good security. Elite Neighbor hood. Very good for Rental Income. Also can be used for commercial Office Purpose by Advocates. read more Contact Owner View Phone No. Share Feedback Owner Mayur Mayur Aggarwal",30000000,Resale
945.0,2,1.0,Unfurnished,Chittaranjan Park,6500000,Resale
1650.0,3,3.0,Unfurnished,Chittaranjan Park,35000000,New_Property
1350.0,3,2.0,Semi-Furnished,"Nehru Enclave, Kalkaji",17500000,Resale
2625.0,4,5.0,Semi-Furnished,Chittaranjan Park,60000000,New_Property
1800.0,4,4.0,Semi-Furnished,Chittaranjan Park,40000000,New_Property
125.0,3,3.0,Semi-Furnished,Chittaranjan Park,11500000,New_Property
1440.0,3,3.0,Semi-Furnished,Chittaranjan Park,22500000,New_Property
1900.0,3,4.0,Semi-Furnished,Chittaranjan Park,28500000,New_Property
1800.0,3,3.0,Semi-Furnished,Chittaranjan Park,29000000,Resale
1200.0,3,2.0,Semi-Furnished,Chittaranjan Park,15500000,Resale
1800.0,3,3.0,Semi-Furnished,"Nehru Enclave, Kalkaji",26000000,Resale
1200.0,3,3.0,Semi-Furnished,Chittaranjan Park,16500000,Resale
4118.0,4,5.0,Unfurnished,Chittaranjan Park,55000000,New_Property
1050.0,3,2.0,Semi-Furnished,Chittaranjan Park,12500000,Resale
875.0,3,3.0,Semi-Furnished,Chittaranjan Park,17500000,New_Property
990.0,2,2.0,Unfurnished,Chittaranjan Park Block A,11500000,Resale
11050.0,3,3.0,Unfurnished,Chittaranjan Park,18500000,New_Property
